profileID,respID,qID,altID,obsID,type,price,freshness,image
19,4,5,1,29,Pink Lady,2.5,Excellent,pinkLady.jpg
99,4,5,2,29,Pink Lady,3.5,Poor,pinkLady.jpg
90,4,5,3,29,Red Delicious,2.5,Poor,redDelicious.jpg
55,4,6,1,30,Red Delicious,2.5,Average,redDelicious.jpg
60,4,6,2,30,Red Delicious,3,Average,redDelicious.jpg
101,4,6,3,30,Fuji,4,Poor,fuji.jpg
84,4,7,1,31,Pink Lady,2,Poor,pinkLady.jpg
10,4,7,2,31,Red Delicious,1.5,Excellent,redDelicious.jpg
43,4,7,3,31,Honeycrisp,1.5,Average,honeycrisp.jpg
37,4,8,1,32,Gala,1,Average,gala.jpg
17,4,8,2,32,Gala,2.5,Excellent,gala.jpg
103,4,8,3,32,Honeycrisp,4,Poor,honeycrisp.jpg
85,5,1,1,33,Red Delicious,2,Poor,redDelicious.jpg
24,5,1,2,33,Pink Lady,3,Excellent,pinkLady.jpg
14,5,1,3,33,Pink Lady,2,Excellent,pinkLady.jpg
65,5,2,1,34,Red Delicious,3.5,Average,redDelicious.jpg
5,5,2,2,34,Red Delicious,1,Excellent,redDelicious.jpg
57,5,2,3,34,Gala,3,Average,gala.jpg
13,5,3,1,35,Honeycrisp,2,Excellent,honeycrisp.jpg
58,5,3,2,35,Honeycrisp,3,Average,honeycrisp.jpg
30,5,3,3,35,Red Delicious,3.5,Excellent,redDelicious.jpg
66,5,4,1,36,Fuji,4,Average,fuji.jpg
31,5,4,2,36,Fuji,4,Excellent,fuji.jpg
48,5,4,3,36,Honeycrisp,2,Average,honeycrisp.jpg
26,5,5,1,37,Fuji,3.5,Excellent,fuji.jpg
35,5,5,2,37,Red Delicious,4,Excellent,redDelicious.jpg
9,5,5,3,37,Pink Lady,1.5,Excellent,pinkLady.jpg
60,5,6,1,38,Red Delicious,3,Average,redDelicious.jpg
12,5,6,2,38,Gala,2,Excellent,gala.jpg
98,5,6,3,38,Honeycrisp,3.5,Poor,honeycrisp.jpg
21,5,7,1,39,Fuji,3,Excellent,fuji.jpg
82,5,7,2,39,Gala,2,Poor,gala.jpg
5,5,7,3,39,Red Delicious,1,Excellent,redDelicious.jpg
66,5,8,1,40,Fuji,4,Average,fuji.jpg
34,5,8,2,40,Pink Lady,4,Excellent,pinkLady.jpg
40,5,8,3,40,Red Delicious,1,Average,redDelicious.jpg
31,6,1,1,41,Fuji,4,Excellent,fuji.jpg
54,6,1,2,41,Pink Lady,2.5,Average,pinkLady.jpg
8,6,1,3,41,Honeycrisp,1.5,Excellent,honeycrisp.jpg
2,6,2,1,42,Gala,1,Excellent,gala.jpg
36,6,2,2,42,Fuji,1,Average,fuji.jpg
38,6,2,3,42,Honeycrisp,1,Average,honeycrisp.jpg
8,6,3,1,43,Honeycrisp,1.5,Excellent,honeycrisp.jpg
11,6,3,2,43,Fuji,2,Excellent,fuji.jpg
84,6,3,3,43,Pink Lady,2,Poor,pinkLady.jpg
57,6,4,1,44,Gala,3,Average,gala.jpg
10,6,4,2,44,Red Delicious,1.5,Excellent,redDelicious.jpg
28,6,4,3,44,Honeycrisp,3.5,Excellent,honeycrisp.jpg
57,6,5,1,45,Gala,3,Average,gala.jpg
101,6,5,2,45,Fuji,4,Poor,fuji.jpg
87,6,5,3,45,Gala,2.5,Poor,gala.jpg
95,6,6,1,46,Red Delicious,3,Poor,redDelicious.jpg
61,6,6,2,46,Fuji,3.5,Average,fuji.jpg
14,6,6,3,46,Pink Lady,2,Excellent,pinkLady.jpg
42,6,7,1,47,Gala,1.5,Average,gala.jpg
9,6,7,2,47,Pink Lady,1.5,Excellent,pinkLady.jpg
72,6,7,3,47,Gala,1,Poor,gala.jpg
46,6,8,1,48,Fuji,2,Average,fuji.jpg
34,6,8,2,48,Pink Lady,4,Excellent,pinkLady.jpg
98,6,8,3,48,Honeycrisp,3.5,Poor,honeycrisp.jpg
82,7,1,1,49,Gala,2,Poor,gala.jpg
99,7,1,2,49,Pink Lady,3.5,Poor,pinkLady.jpg
93,7,1,3,49,Honeycrisp,3,Poor,honeycrisp.jpg
53,7,2,1,50,Honeycrisp,2.5,Average,honeycrisp.jpg
11,7,2,2,50,Fuji,2,Excellent,fuji.jpg
77,7,2,3,50,Gala,1.5,Poor,gala.jpg
12,7,3,1,51,Gala,2,Excellent,gala.jpg
102,7,3,2,51,Gala,4,Poor,gala.jpg
101,7,3,3,51,Fuji,4,Poor,fuji.jpg
39,7,4,1,52,Pink Lady,1,Average,pinkLady.jpg
40,7,4,2,52,Red Delicious,1,Average,redDelicious.jpg
71,7,4,3,52,Fuji,1,Poor,fuji.jpg
59,7,5,1,53,Pink Lady,3,Average,pinkLady.jpg
40,7,5,2,53,Red Delicious,1,Average,redDelicious.jpg
78,7,5,3,53,Honeycrisp,1.5,Poor,honeycrisp.jpg
2,7,6,1,54,Gala,1,Excellent,gala.jpg
92,7,6,2,54,Gala,3,Poor,gala.jpg
7,7,6,3,54,Gala,1.5,Excellent,gala.jpg
42,7,7,1,55,Gala,1.5,Average,gala.jpg
36,7,7,2,55,Fuji,1,Average,fuji.jpg
93,7,7,3,55,Honeycrisp,3,Poor,honeycrisp.jpg
50,7,8,1,56,Red Delicious,2,Average,redDelicious.jpg
47,7,8,2,56,Gala,2,Average,gala.jpg
20,7,8,3,56,Red Delicious,2.5,Excellent,redDelicious.jpg
101,8,1,1,57,Fuji,4,Poor,fuji.jpg
4,8,1,2,57,Pink Lady,1,Excellent,pinkLady.jpg
56,8,1,3,57,Fuji,3,Average,fuji.jpg
65,8,2,1,58,Red Delicious,3.5,Average,redDelicious.jpg
63,8,2,2,58,Honeycrisp,3.5,Average,honeycrisp.jpg
23,8,2,3,58,Honeycrisp,3,Excellent,honeycrisp.jpg
73,8,3,1,59,Honeycrisp,1,Poor,honeycrisp.jpg
20,8,3,2,59,Red Delicious,2.5,Excellent,redDelicious.jpg
4,8,3,3,59,Pink Lady,1,Excellent,pinkLady.jpg
67,8,4,1,60,Gala,4,Average,gala.jpg
8,8,4,2,60,Honeycrisp,1.5,Excellent,honeycrisp.jpg
40,8,4,3,60,Red Delicious,1,Average,redDelicious.jpg
77,8,5,1,61,Gala,1.5,Poor,gala.jpg
85,8,5,2,61,Red Delicious,2,Poor,redDelicious.jpg
10,8,5,3,61,Red Delicious,1.5,Excellent,redDelicious.jpg
22,8,6,1,62,Gala,3,Excellent,gala.jpg
70,8,6,2,62,Red Delicious,4,Average,redDelicious.jpg
101,8,6,3,62,Fuji,4,Poor,fuji.jpg
31,8,7,1,63,Fuji,4,Excellent,fuji.jpg
41,8,7,2,63,Fuji,1.5,Average,fuji.jpg
15,8,7,3,63,Red Delicious,2,Excellent,redDelicious.jpg
14,8,8,1,64,Pink Lady,2,Excellent,pinkLady.jpg
47,8,8,2,64,Gala,2,Average,gala.jpg
63,8,8,3,64,Honeycrisp,3.5,Average,honeycrisp.jpg
38,9,1,1,65,Honeycrisp,1,Average,honeycrisp.jpg
16,9,1,2,65,Fuji,2.5,Excellent,fuji.jpg
5,9,1,3,65,Red Delicious,1,Excellent,redDelicious.jpg
79,9,2,1,66,Pink Lady,1.5,Poor,pinkLady.jpg
98,9,2,2,66,Honeycrisp,3.5,Poor,honeycrisp.jpg
64,9,2,3,66,Pink Lady,3.5,Average,pinkLady.jpg
17,9,3,1,67,Gala,2.5,Excellent,gala.jpg
43,9,3,2,67,Honeycrisp,1.5,Average,honeycrisp.jpg
97,9,3,3,67,Gala,3.5,Poor,gala.jpg
68,9,4,1,68,Honeycrisp,4,Average,honeycrisp.jpg
83,9,4,2,68,Honeycrisp,2,Poor,honeycrisp.jpg
46,9,4,3,68,Fuji,2,Average,fuji.jpg
86,9,5,1,69,Fuji,2.5,Poor,fuji.jpg
1,9,5,2,69,Fuji,1,Excellent,fuji.jpg
29,9,5,3,69,Pink Lady,3.5,Excellent,pinkLady.jpg
1,9,6,1,70,Fuji,1,Excellent,fuji.jpg
51,9,6,2,70,Fuji,2.5,Average,fuji.jpg
45,9,6,3,70,Red Delicious,1.5,Average,redDelicious.jpg
82,9,7,1,71,Gala,2,Poor,gala.jpg
68,9,7,2,71,Honeycrisp,4,Average,honeycrisp.jpg
50,9,7,3,71,Red Delicious,2,Average,redDelicious.jpg
62,9,8,1,72,Gala,3.5,Average,gala.jpg
49,9,8,2,72,Pink Lady,2,Average,pinkLady.jpg
1,9,8,3,72,Fuji,1,Excellent,fuji.jpg
102,10,1,1,73,Gala,4,Poor,gala.jpg
63,10,1,2,73,Honeycrisp,3.5,Average,honeycrisp.jpg
104,10,1,3,73,Pink Lady,4,Poor,pinkLady.jpg
27,10,2,1,74,Gala,3.5,Excellent,gala.jpg
81,10,2,2,74,Fuji,2,Poor,fuji.jpg
5,10,2,3,74,Red Delicious,1,Excellent,redDelicious.jpg
54,10,3,1,75,Pink Lady,2.5,Average,pinkLady.jpg
50,10,3,2,75,Red Delicious,2,Average,redDelicious.jpg
101,10,3,3,75,Fuji,4,Poor,fuji.jpg
103,10,4,1,76,Honeycrisp,4,Poor,honeycrisp.jpg
58,10,4,2,76,Honeycrisp,3,Average,honeycrisp.jpg
59,10,4,3,76,Pink Lady,3,Average,pinkLady.jpg
102,10,5,1,77,Gala,4,Poor,gala.jpg
91,10,5,2,77,Fuji,3,Poor,fuji.jpg
37,10,5,3,77,Gala,1,Average,gala.jpg
9,10,6,1,78,Pink Lady,1.5,Excellent,pinkLady.jpg
71,10,6,2,78,Fuji,1,Poor,fuji.jpg
17,10,6,3,78,Gala,2.5,Excellent,gala.jpg
36,10,7,1,79,Fuji,1,Average,fuji.jpg
19,10,7,2,79,Pink Lady,2.5,Excellent,pinkLady.jpg
31,10,7,3,79,Fuji,4,Excellent,fuji.jpg
73,10,8,1,80,Honeycrisp,1,Poor,honeycrisp.jpg
88,10,8,2,80,Honeycrisp,2.5,Poor,honeycrisp.jpg
48,10,8,3,80,Honeycrisp,2,Average,honeycrisp.jpg
48,11,1,1,81,Honeycrisp,2,Average,honeycrisp.jpg
32,11,1,2,81,Gala,4,Excellent,gala.jpg
49,11,1,3,81,Pink Lady,2,Average,pinkLady.jpg
69,11,2,1,82,Pink Lady,4,Average,pinkLady.jpg
3,11,2,2,82,Honeycrisp,1,Excellent,honeycrisp.jpg
64,11,2,3,82,Pink Lady,3.5,Average,pinkLady.jpg
48,11,3,1,83,Honeycrisp,2,Average,honeycrisp.jpg
47,11,3,2,83,Gala,2,Average,gala.jpg
72,11,3,3,83,Gala,1,Poor,gala.jpg
54,11,4,1,84,Pink Lady,2.5,Average,pinkLady.jpg
50,11,4,2,84,Red Delicious,2,Average,redDelicious.jpg
81,11,4,3,84,Fuji,2,Poor,fuji.jpg
40,11,5,1,85,Red Delicious,1,Average,redDelicious.jpg
57,11,5,2,85,Gala,3,Average,gala.jpg
88,11,5,3,85,Honeycrisp,2.5,Poor,honeycrisp.jpg
31,11,6,1,86,Fuji,4,Excellent,fuji.jpg
52,11,6,2,86,Gala,2.5,Average,gala.jpg
102,11,6,3,86,Gala,4,Poor,gala.jpg
73,11,7,1,87,Honeycrisp,1,Poor,honeycrisp.jpg
9,11,7,2,87,Pink Lady,1.5,Excellent,pinkLady.jpg
98,11,7,3,87,Honeycrisp,3.5,Poor,honeycrisp.jpg
55,11,8,1,88,Red Delicious,2.5,Average,redDelicious.jpg
57,11,8,2,88,Gala,3,Average,gala.jpg
103,11,8,3,88,Honeycrisp,4,Poor,honeycrisp.jpg
91,12,1,1,89,Fuji,3,Poor,fuji.jpg
57,12,1,2,89,Gala,3,Average,gala.jpg
78,12,1,3,89,Honeycrisp,1.5,Poor,honeycrisp.jpg
56,12,2,1,90,Fuji,3,Average,fuji.jpg
25,12,2,2,90,Red Delicious,3,Excellent,redDelicious.jpg
3,12,2,3,90,Honeycrisp,1,Excellent,honeycrisp.jpg
99,12,3,1,91,Pink Lady,3.5,Poor,pinkLady.jpg
81,12,3,2,91,Fuji,2,Poor,fuji.jpg
37,12,3,3,91,Gala,1,Average,gala.jpg
17,12,4,1,92,Gala,2.5,Excellent,gala.jpg
35,12,4,2,92,Red Delicious,4,Excellent,redDelicious.jpg
95,12,4,3,92,Red Delicious,3,Poor,redDelicious.jpg
18,12,5,1,93,Honeycrisp,2.5,Excellent,honeycrisp.jpg
82,12,5,2,93,Gala,2,Poor,gala.jpg
31,12,5,3,93,Fuji,4,Excellent,fuji.jpg
59,12,6,1,94,Pink Lady,3,Average,pinkLady.jpg
68,12,6,2,94,Honeycrisp,4,Average,honeycrisp.jpg
46,12,6,3,94,Fuji,2,Average,fuji.jpg
47,12,7,1,95,Gala,2,Average,gala.jpg
86,12,7,2,95,Fuji,2.5,Poor,fuji.jpg
31,12,7,3,95,Fuji,4,Excellent,fuji.jpg
4,12,8,1,96,Pink Lady,1,Excellent,pinkLady.jpg
65,12,8,2,96,Red Delicious,3.5,Average,redDelicious.jpg
100,12,8,3,96,Red Delicious,3.5,Poor,redDelicious.jpg
5,13,1,1,97,Red Delicious,1,Excellent,redDelicious.jpg
1,13,1,2,97,Fuji,1,Excellent,fuji.jpg
40,13,1,3,97,Red Delicious,1,Average,redDelicious.jpg
12,13,2,1,98,Gala,2,Excellent,gala.jpg
1,13,2,2,98,Fuji,1,Excellent,fuji.jpg
31,13,2,3,98,Fuji,4,Excellent,fuji.jpg
104,13,3,1,99,Pink Lady,4,Poor,pinkLady.jpg
75,13,3,2,99,Red Delicious,1,Poor,redDelicious.jpg
27,13,3,3,99,Gala,3.5,Excellent,gala.jpg
89,13,4,1,100,Pink Lady,2.5,Poor,pinkLady.jpg
8,13,4,2,100,Honeycrisp,1.5,Excellent,honeycrisp.jpg
32,13,4,3,100,Gala,4,Excellent,gala.jpg
64,13,5,1,101,Pink Lady,3.5,Average,pinkLady.jpg
57,13,5,2,101,Gala,3,Average,gala.jpg
33,13,5,3,101,Honeycrisp,4,Excellent,honeycrisp.jpg
89,13,6,1,102,Pink Lady,2.5,Poor,pinkLady.jpg
3,13,6,2,102,Honeycrisp,1,Excellent,honeycrisp.jpg
96,13,6,3,102,Fuji,3.5,Poor,fuji.jpg
75,13,7,1,103,Red Delicious,1,Poor,redDelicious.jpg
48,13,7,2,103,Honeycrisp,2,Average,honeycrisp.jpg
5,13,7,3,103,Red Delicious,1,Excellent,redDelicious.jpg
37,13,8,1,104,Gala,1,Average,gala.jpg
43,13,8,2,104,Honeycrisp,1.5,Average,honeycrisp.jpg
72,13,8,3,104,Gala,1,Poor,gala.jpg
58,14,1,1,105,Honeycrisp,3,Average,honeycrisp.jpg
9,14,1,2,105,Pink Lady,1.5,Excellent,pinkLady.jpg
95,14,1,3,105,Red Delicious,3,Poor,redDelicious.jpg
41,14,2,1,106,Fuji,1.5,Average,fuji.jpg
100,14,2,2,106,Red Delicious,3.5,Poor,redDelicious.jpg
44,14,2,3,106,Pink Lady,1.5,Average,pinkLady.jpg
73,14,3,1,107,Honeycrisp,1,Poor,honeycrisp.jpg
77,14,3,2,107,Gala,1.5,Poor,gala.jpg
76,14,3,3,107,Fuji,1.5,Poor,fuji.jpg
1,14,4,1,108,Fuji,1,Excellent,fuji.jpg
19,14,4,2,108,Pink Lady,2.5,Excellent,pinkLady.jpg
41,14,4,3,108,Fuji,1.5,Average,fuji.jpg
22,14,5,1,109,Gala,3,Excellent,gala.jpg
104,14,5,2,109,Pink Lady,4,Poor,pinkLady.jpg
91,14,5,3,109,Fuji,3,Poor,fuji.jpg
88,14,6,1,110,Honeycrisp,2.5,Poor,honeycrisp.jpg
62,14,6,2,110,Gala,3.5,Average,gala.jpg
87,14,6,3,110,Gala,2.5,Poor,gala.jpg
1,14,7,1,111,Fuji,1,Excellent,fuji.jpg
51,14,7,2,111,Fuji,2.5,Average,fuji.jpg
34,14,7,3,111,Pink Lady,4,Excellent,pinkLady.jpg
78,14,8,1,112,Honeycrisp,1.5,Poor,honeycrisp.jpg
74,14,8,2,112,Pink Lady,1,Poor,pinkLady.jpg
77,14,8,3,112,Gala,1.5,Poor,gala.jpg
96,15,1,1,113,Fuji,3.5,Poor,fuji.jpg
2,15,1,2,113,Gala,1,Excellent,gala.jpg
5,15,1,3,113,Red Delicious,1,Excellent,redDelicious.jpg
94,15,2,1,114,Pink Lady,3,Poor,pinkLady.jpg
6,15,2,2,114,Fuji,1.5,Excellent,fuji.jpg
72,15,2,3,114,Gala,1,Poor,gala.jpg
102,15,3,1,115,Gala,4,Poor,gala.jpg
39,15,3,2,115,Pink Lady,1,Average,pinkLady.jpg
57,15,3,3,115,Gala,3,Average,gala.jpg
91,15,4,1,116,Fuji,3,Poor,fuji.jpg
80,15,4,2,116,Red Delicious,1.5,Poor,redDelicious.jpg
103,15,4,3,116,Honeycrisp,4,Poor,honeycrisp.jpg
50,15,5,1,117,Red Delicious,2,Average,redDelicious.jpg
25,15,5,2,117,Red Delicious,3,Excellent,redDelicious.jpg
63,15,5,3,117,Honeycrisp,3.5,Average,honeycrisp.jpg
91,15,6,1,118,Fuji,3,Poor,fuji.jpg
66,15,6,2,118,Fuji,4,Average,fuji.jpg
58,15,6,3,118,Honeycrisp,3,Average,honeycrisp.jpg
50,15,7,1,119,Red Delicious,2,Average,redDelicious.jpg
66,15,7,2,119,Fuji,4,Average,fuji.jpg
22,15,7,3,119,Gala,3,Excellent,gala.jpg
92,15,8,1,120,Gala,3,Poor,gala.jpg
71,15,8,2,120,Fuji,1,Poor,fuji.jpg
98,15,8,3,120,Honeycrisp,3.5,Poor,honeycrisp.jpg
72,16,1,1,121,Gala,1,Poor,gala.jpg
26,16,1,2,121,Fuji,3.5,Excellent,fuji.jpg
85,16,1,3,121,Red Delicious,2,Poor,redDelicious.jpg
61,16,2,1,122,Fuji,3.5,Average,fuji.jpg
47,16,2,2,122,Gala,2,Average,gala.jpg
102,16,2,3,122,Gala,4,Poor,gala.jpg
53,16,3,1,123,Honeycrisp,2.5,Average,honeycrisp.jpg
81,16,3,2,123,Fuji,2,Poor,fuji.jpg
34,16,3,3,123,Pink Lady,4,Excellent,pinkLady.jpg
51,16,4,1,124,Fuji,2.5,Average,fuji.jpg
31,16,4,2,124,Fuji,4,Excellent,fuji.jpg
24,16,4,3,124,Pink Lady,3,Excellent,pinkLady.jpg
101,16,5,1,125,Fuji,4,Poor,fuji.jpg
58,16,5,2,125,Honeycrisp,3,Average,honeycrisp.jpg
75,16,5,3,125,Red Delicious,1,Poor,redDelicious.jpg
49,16,6,1,126,Pink Lady,2,Average,pinkLady.jpg
70,16,6,2,126,Red Delicious,4,Average,redDelicious.jpg
65,16,6,3,126,Red Delicious,3.5,Average,redDelicious.jpg
97,16,7,1,127,Gala,3.5,Poor,gala.jpg
76,16,7,2,127,Fuji,1.5,Poor,fuji.jpg
68,16,7,3,127,Honeycrisp,4,Average,honeycrisp.jpg
80,16,8,1,128,Red Delicious,1.5,Poor,redDelicious.jpg
35,16,8,2,128,Red Delicious,4,Excellent,redDelicious.jpg
69,16,8,3,128,Pink Lady,4,Average,pinkLady.jpg
60,17,1,1,129,Red Delicious,3,Average,redDelicious.jpg
9,17,1,2,129,Pink Lady,1.5,Excellent,pinkLady.jpg
48,17,1,3,129,Honeycrisp,2,Average,honeycrisp.jpg
24,17,2,1,130,Pink Lady,3,Excellent,pinkLady.jpg
90,17,2,2,130,Red Delicious,2.5,Poor,redDelicious.jpg
13,17,2,3,130,Honeycrisp,2,Excellent,honeycrisp.jpg
89,17,3,1,131,Pink Lady,2.5,Poor,pinkLady.jpg
99,17,3,2,131,Pink Lady,3.5,Poor,pinkLady.jpg
9,17,3,3,131,Pink Lady,1.5,Excellent,pinkLady.jpg
38,17,4,1,132,Honeycrisp,1,Average,honeycrisp.jpg
95,17,4,2,132,Red Delicious,3,Poor,redDelicious.jpg
96,17,4,3,132,Fuji,3.5,Poor,fuji.jpg
31,17,5,1,133,Fuji,4,Excellent,fuji.jpg
26,17,5,2,133,Fuji,3.5,Excellent,fuji.jpg
84,17,5,3,133,Pink Lady,2,Poor,pinkLady.jpg
84,17,6,1,134,Pink Lady,2,Poor,pinkLady.jpg
64,17,6,2,134,Pink Lady,3.5,Average,pinkLady.jpg
3,17,6,3,134,Honeycrisp,1,Excellent,honeycrisp.jpg
71,17,7,1,135,Fuji,1,Poor,fuji.jpg
14,17,7,2,135,Pink Lady,2,Excellent,pinkLady.jpg
48,17,7,3,135,Honeycrisp,2,Average,honeycrisp.jpg
90,17,8,1,136,Red Delicious,2.5,Poor,redDelicious.jpg
89,17,8,2,136,Pink Lady,2.5,Poor,pinkLady.jpg
31,17,8,3,136,Fuji,4,Excellent,fuji.jpg
56,18,1,1,137,Fuji,3,Average,fuji.jpg
55,18,1,2,137,Red Delicious,2.5,Average,redDelicious.jpg
69,18,1,3,137,Pink Lady,4,Average,pinkLady.jpg
21,18,2,1,138,Fuji,3,Excellent,fuji.jpg
3,18,2,2,138,Honeycrisp,1,Excellent,honeycrisp.jpg
73,18,2,3,138,Honeycrisp,1,Poor,honeycrisp.jpg
40,18,3,1,139,Red Delicious,1,Average,redDelicious.jpg
64,18,3,2,139,Pink Lady,3.5,Average,pinkLady.jpg
16,18,3,3,139,Fuji,2.5,Excellent,fuji.jpg
19,18,4,1,140,Pink Lady,2.5,Excellent,pinkLady.jpg
101,18,4,2,140,Fuji,4,Poor,fuji.jpg
85,18,4,3,140,Red Delicious,2,Poor,redDelicious.jpg
71,18,5,1,141,Fuji,1,Poor,fuji.jpg
74,18,5,2,141,Pink Lady,1,Poor,pinkLady.jpg
6,18,5,3,141,Fuji,1.5,Excellent,fuji.jpg
2,18,6,1,142,Gala,1,Excellent,gala.jpg
72,18,6,2,142,Gala,1,Poor,gala.jpg
38,18,6,3,142,Honeycrisp,1,Average,honeycrisp.jpg
47,18,7,1,143,Gala,2,Average,gala.jpg
102,18,7,2,143,Gala,4,Poor,gala.jpg
49,18,7,3,143,Pink Lady,2,Average,pinkLady.jpg
9,18,8,1,144,Pink Lady,1.5,Excellent,pinkLady.jpg
97,18,8,2,144,Gala,3.5,Poor,gala.jpg
19,18,8,3,144,Pink Lady,2.5,Excellent,pinkLady.jpg
52,19,1,1,145,Gala,2.5,Average,gala.jpg
2,19,1,2,145,Gala,1,Excellent,gala.jpg
76,19,1,3,145,Fuji,1.5,Poor,fuji.jpg
39,19,2,1,146,Pink Lady,1,Average,pinkLady.jpg
